,hmid,wid,reflection_period,original_hm,cleaned_hm,modified,num_sentence,ground_truth_category,predicted_category,age,country,gender,marital,parenthood
21134,48922,1956,24h,My wife told me she was making broccoli cheddar soup for dinner.,My wife told me she was making broccoli cheddar soup for dinner.,True,1,,affection,37.0,USA,m,married,y
84711,112844,816,24h,Getting to video chat with my long distance boyfriend.  It's been awhile and it was nice to sit down and talk.,Getting to video chat with my long distance boyfriend.  It's been awhile and it was nice to sit down and talk.,True,2,affection,affection,31.0,USA,f,single,n
84343,112473,1370,24h,My house was very quiet.,My house was very quiet.,True,1,,achievement,41.0,USA,f,married,y
100176,128403,7727,24h,"I drank a bottle of cream soda in the fridge that I bought yesterday, but forgot about.","I drank a bottle of cream soda in the fridge that I bought yesterday, but forgot about.",True,1,,achievement,21.0,USA,,single,n
6254,33974,250,24h,I had dinner with my brother who I haven't seen in awhile.,I had dinner with my brother who I haven't seen in awhile.,True,1,,affection,43.0,USA,f,married,y
25812,53625,931,24h,"I weighed less today than yesterday, based on the scale.","I weighed less today than yesterday, based on the scale.",True,1,,achievement,54.0,USA,f,married,n
25426,53238,1119,24h,"Had a nice conversation with my uber driver today on my way back from work, got to meet a fascinating new person, thoroughly enjoyed our talk","Had a nice conversation with my uber driver today on my way back from work, got to meet a fascinating new person, thoroughly enjoyed our talk",True,1,,bonding,31.0,USA,m,single,n
10174,37911,5035,24h,I was at a spring training game.,I was at a spring training game.,True,1,,achievement,27.0,USA,f,single,n
12732,40483,772,24h,My son and I picked up sticks in the backyard together.,My son and I picked up sticks in the backyard together.,True,1,,affection,34.0,USA,f,married,y
85775,113914,338,24h,Started packing for a camping trip over the long weekend.,Started packing for a camping trip over the long weekend.,True,1,,achievement,38.0,USA,f,single,n
17756,45531,1286,24h,Aubrey petted my dogs really nicely. Instead of poking their eyes or pulling their hair she patted their heads. It was a huge improvement on what has been happening. ,Aubrey petted my dogs really nicely. Instead of poking their eyes or pulling their hair she patted their heads. It was a huge improvement on what has been happening. ,True,3,,enjoy_the_moment,28.0,USA,f,married,y
27811,55638,1637,24h,I was able to repair my phone right when I was going to have to purchase as new one.,I was able to repair my phone right when I was going to have to purchase as new one.,True,1,,achievement,33.0,USA,m,single,y
83100,111224,4035,24h,I called a sales rep for work and she was a sweet old woman and it made me smile.,I called a sales rep for work and she was a sweet old woman and it made me smile.,True,1,,affection,26.0,USA,m,married,n
81765,109879,798,24h,We had panda express for dinner.,We had panda express for dinner.,True,1,,leisure,39.0,USA,m,married,y
19641,47423,687,24h,Someone apologized to me for starting an argument with me the previous day.,Someone apologized to me for starting an argument with me the previous day.,True,1,,bonding,27.0,USA,m,single,n
96792,124998,390,24h,I spent some time playing with my dog this morning.,I spent some time playing with my dog this morning.,True,1,,affection,31.0,USA,m,single,n
99963,128189,1754,24h,I had a very good day in sales at my job yesterday.,I had a very good day in sales at my job yesterday.,True,1,achievement,achievement,51.0,USA,m,divorced,y
81641,109755,2488,24h,I was able to finish paintinging my apartment when I thought it would take me a few more days.,I was able to finish paintinging my apartment when I thought it would take me a few more days.,True,1,,achievement,27.0,USA,m,single,n
10643,38381,944,24h,"The hubby fixed the car, so now we don't have to take it to the shop on Monday, Hooray!","The hubby fixed the car, so now we don't have to take it to the shop on Monday, Hooray!",True,1,,achievement,51.0,USA,f,married,y
5843,33562,4937,24h,"This morning I was in the kitchen making coffee. My dog sat in my way just staring at me, so I did a little side jump towards him and jumped back. He proceeded to jump towards me then back. This play increased in intensity for about 15 minutes till we were to the point of wrestling and I became wore out. It was fun and towards the end I was laughing so hard trying to stay on my feet.","This morning I was in the kitchen making coffee. My dog sat in my way just staring at me, so I did a little side jump towards him and jumped back. He proceeded to jump towards me then back. This play increased in intensity for about 15 minutes till we were to the point of wrestling and I became wore out. It was fun and towards the end I was laughing so hard trying to stay on my feet.",True,5,,affection,55.0,USA,f,divorced,y
6365,34085,418,24h,I meditated and was able to focus on my breathing.,I meditated and was able to focus on my breathing.,True,1,exercise,exercise,36.0,USA,m,married,n
8551,36283,878,24h,I paid the rent for last month of the lease rent on my apartment. ,I paid the rent for last month of the lease rent on my apartment. ,True,1,,achievement,28.0,USA,m,single,n
86975,115124,7292,24h,"My daughter ran in the room wearing a spiderman costume, and it made me laugh.","My daughter ran in the room wearing a spiderman costume, and it made me laugh.",True,1,,affection,37.0,USA,f,married,y
2865,30555,12504,24h,They had these unusually beautiful stamps by Oscar de Laurenta at the post office. ,They had these unusually beautiful stamps by Oscar de Laurenta at the post office. ,True,1,,enjoy_the_moment,54.0,USA,f,widowed,n
29636,57475,296,24h,I got to pet a dog.,I got to pet a dog.,True,1,affection,affection,24.0,USA,f,single,n
100194,128421,82,24h,"They feel validated by stories in which a human believed a computer was wrong, ignored the computer's advice, turned out to be right--and got a happy ending instead of the ominous ""what if ..."" of heeding the computer.""There are none happy in the world but beings who enjoy freely a vast horizon""--said Damodara, when his herds required new and larger pastures.


","They feel validated by stories in which a human believed a computer was wrong, ignored the computer's advice, turned out to be right--and got a happy ending instead of the ominous ""what if ..."" of heeding the computer.""There are none happy in the world but beings who enjoy freely a vast horizon""--said Damodara, when his herds required new and larger pastures.


",True,2,,achievement,53.0,USA,f,single,n
98074,126290,248,24h,We went to Wok N Fire for dinner last night and I had some delicious sushi.,We went to Wok N Fire for dinner last night and I had some delicious sushi.,True,1,,leisure,30.0,USA,m,married,n
85665,113804,765,24h,I bought a bottle of liquor called amaretto Disaronno. ,I bought a bottle of liquor called amaretto Disaronno. ,True,1,,achievement,30.0,USA,m,single,n
88509,116669,842,24h,I had a really good burger.,I had a really good burger.,True,1,,enjoy_the_moment,27.0,USA,m,single,n
1106,28781,4203,24h,I was happy that I was upgraded to first class on my flight home.,I was happy that I was upgraded to first class on my flight home.,True,1,,achievement,28.0,USA,m,single,n
22357,50149,48,24h,"My sick cat ate really well today, and I'm hoping she put on a little weight.","My sick cat ate really well today, and I'm hoping she put on a little weight.",True,1,,affection,57.0,USA,f,married,n
14431,42194,17,24h,We had a delicious meatball and pasta dinner together. ,We had a delicious meatball and pasta dinner together. ,True,1,,affection,30.0,USA,m,single,n
24405,52211,1357,24h,"I was woken up by an early morning phone call, but was able to fall back asleep until my alarm went off.","I was woken up by an early morning phone call, but was able to fall back asleep until my alarm went off.",True,1,,achievement,36.0,USA,m,married,n
20439,48224,551,24h,won a game of basketball ,won a game of basketball ,True,1,,achievement,29.0,USA,m,single,n
15600,43369,4540,24h,I earned an Amazon.com $5 gift card through a reward site.,I earned an Amazon.com $5 gift card through a reward site.,True,1,,achievement,29.0,USA,f,single,n
90668,118842,5038,24h,I ate some cereal.,I ate some cereal.,True,1,,enjoy_the_moment,23.0,USA,m,single,n
12141,39889,13103,24h,My morning snuggles with my dog. She curls up perfectly right next to me and spending time with my pup is the best. ,My morning snuggles with my dog. She curls up perfectly right next to me and spending time with my pup is the best. ,True,2,,affection,24.0,USA,f,single,n
86360,114504,5342,24h,Having dinner with the family last night.  We are taken in many different directions throughout the day.  Yesterday was like that.  Being able to eat dinner together and discuss our day was great.,Having dinner with the family last night.  We are taken in many different directions throughout the day.  Yesterday was like that.  Being able to eat dinner together and discuss our day was great.,True,4,,affection,45.0,USA,m,married,y
17796,45571,128,24h,I planned out my next vacation.,I planned out my next vacation.,True,1,,affection,25.0,USA,f,single,n
12989,40740,7314,24h,"I was able to get my baby to go to sleep and take a nice long nap today, when she had been super fussy all day","I was able to get my baby to go to sleep and take a nice long nap today, when she had been super fussy all day",True,1,,affection,28.0,USA,m,married,y
